SourcePort,DestPort,FlowDuration,TotalFwdPackets,TotalBwdPackets,BwdInitWinBytes,FwdInitWinBytes,StartTime,Label,Label
52781,443,0.5825920104980469,17.0,19.0,65535,65535,1701222116.006503,Tor,Browsing
52782,443,0.8212630748748779,16.0,16.0,26847,65535,1701222116.616885,Tor,Browsing
52783,443,0.6100690364837646,12.0,12.0,26847,65535,1701222117.286347,Tor,Browsing
52784,443,0.8408398628234863,12.0,11.0,26847,65535,1701222118.098678,Tor,Browsing
52789,443,360.2104971408844,29.0,26.0,65535,65535,1701222138.652952,Tor,Browsing
52791,443,120.27143597602844,20.0,18.0,65535,65535,1701222175.914478,Tor,Browsing
52792,443,119.1107280254364,103.0,217.0,65535,65535,1701222176.082799,Tor,Browsing
52793,443,117.90949416160583,30.0,25.0,65535,65535,1701222178.276578,Tor,Browsing
52798,443,91.02322101593018,13.0,15.0,65535,65535,1701222207.749831,Tor,Browsing
52802,443,242.55797410011292,29.0,26.0,65535,65535,1701222235.406332,Tor,Browsing
52803,443,245.86270189285278,36.0,32.0,65535,65535,1701222259.393923,Tor,Browsing
60287,443,1.1973509788513184,66.0,43.0,62643,65535,1701222280.963883,Tor,Browsing
60288,443,0.6959061622619629,26.0,29.0,62643,65535,1701222280.970995,Tor,Browsing
60289,80,61.03838491439819,6.0,4.0,65535,65535,1701222281.105489,Tor,Browsing
60290,443,0.7831640243530273,36.0,33.0,62643,65535,1701222281.469011,Tor,Browsing
60291,80,31.041152954101562,6.0,4.0,65535,65535,1701222313.32702,Tor,Browsing
52813,443,180.6362178325653,16.0,11.0,65535,65535,1701222323.926983,Tor,Browsing
60292,443,31.728720903396606,36.0,44.0,65535,65535,1701222328.865896,Tor,Browsing
443,52848,15.358992099761963,2.0,3.0,2047,506,1701222970.943035,Tor,Browsing
52708,443,446.6381800174713,333.0,343.0,1994,21505,1701222973.123854,Tor,Browsing
443,52789,14.412569046020508,10.0,10.0,2048,70,1701222978.855669,Tor,Browsing
52852,443,1.2134451866149902,17.0,13.0,65535,65535,1701222992.286383,Tor,Browsing
52853,443,1.173309087753296,17.0,13.0,26847,65535,1701222992.334147,Tor,Browsing
52849,443,0.055635929107666016,2.0,1.0,134,2051,1701222993.433008,Tor,Browsing
52803,443,0.0740048885345459,2.0,1.0,323,2048,1701222993.433321,Tor,Browsing
52859,443,0.09756112098693848,3.0,2.0,65535,65535,1701223022.430028,Tor,Browsing
52860,443,90.61416602134705,17.0,17.0,65535,65535,1701223022.609638,Tor,Browsing
52868,443,231.52537417411804,46.0,34.0,65535,65535,1701223178.212823,Tor,Browsing
52869,443,90.58870506286621,11.0,11.0,65535,65535,1701223178.329134,Tor,Browsing
443,52708,571.95263504982,323.0,314.0,21497,1994,1701223548.141552,Tor,Browsing
52888,443,280.8901069164276,47.0,39.0,65535,65535,1701223595.056348,Tor,Browsing
52889,443,90.53989005088806,11.0,11.0,65535,65535,1701223595.166602,Tor,Browsing
52916,443,90.69929099082947,19.0,15.0,65535,65535,1701223920.811382,Tor,Browsing
52922,443,0.2864670753479004,16.0,18.0,65535,65535,1701223979.210784,Tor,Browsing
52923,443,0.6929531097412109,92.0,215.0,65535,65535,1701223979.501814,Tor,Browsing
52924,443,0.5982370376586914,28.0,21.0,65535,65535,1701223980.329787,Tor,Browsing
60293,443,0.6339480876922607,25.0,27.0,62643,65535,1701224087.020349,Tor,Browsing
60294,443,0.5963239669799805,21.0,17.0,62643,65535,1701224087.063328,Tor,Browsing
60295,443,0.5372350215911865,30.0,25.0,62643,65535,1701224087.506408,Tor,Browsing
60296,80,0.08054995536804199,4.0,3.0,65535,65535,1701224105.929223,Tor,Browsing
60297,443,0.6564948558807373,14.0,16.0,65535,65535,1701224109.731028,Tor,Browsing
443,52708,622.5934450626373,4514.0,2224.0,21497,1994,1701224819.310926,Tor,Browsing
53007,443,149.23466396331787,30.0,27.0,65535,65535,1701224836.874155,Tor,Browsing
53037,443,90.67954206466675,19.0,15.0,65535,65535,1701225131.65835,Tor,Browsing
60298,443,120.72821807861328,20.0,29.0,62643,65535,1701225198.396957,Tor,Browsing
60299,443,120.28730297088623,12.0,14.0,62643,65535,1701225198.853883,Tor,Browsing
53103,443,122.40775179862976,26.0,24.0,65535,65535,1701225273.94635,Tor,Browsing
60300,443,60.67898201942444,22.0,23.0,62643,65535,1701225277.954237,Tor,Browsing
443,52708,135.1606969833374,5912.0,2057.0,21497,1994,1701226221.425887,Non-Tor,Browsing
52708,443,334.44342494010925,3950.0,10211.0,1985,21505,1701226455.549226,Non-Tor,Browsing
53503,443,45.25017499923706,2.0,3.0,16383,2048,1701226471.81165,Non-Tor,Browsing
53505,443,45.21830916404724,2.0,3.0,16386,2048,1701226473.097848,Non-Tor,Browsing
53504,443,53.14990592002869,3.0,4.0,16385,2048,1701226473.439357,Non-Tor,Browsing
53541,443,90.73744702339172,16.0,16.0,65535,65535,1701226529.613403,Non-Tor,Browsing
53542,443,91.11305212974548,10.0,11.0,65535,65535,1701226529.738956,Non-Tor,Browsing
53543,443,92.2657060623169,305.0,131.0,65535,65535,1701226530.174252,Non-Tor,Browsing
53546,443,93.50463390350342,75.0,41.0,65535,65535,1701226532.75059,Non-Tor,Browsing
53551,443,210.53457403182983,54.0,38.0,65535,65535,1701226553.951986,Non-Tor,Browsing
53552,443,90.76068997383118,12.0,12.0,65535,65535,1701226554.071186,Non-Tor,Browsing
443,52708,135.1606969833374,5912.0,2057.0,21497,1994,1701226221.425887,Non-Tor,Browsing
52708,443,334.44342494010925,3950.0,10211.0,1985,21505,1701226455.549226,Non-Tor,Browsing
53503,443,45.25017499923706,2.0,3.0,16383,2048,1701226471.81165,Non-Tor,Browsing
53505,443,45.21830916404724,2.0,3.0,16386,2048,1701226473.097848,Non-Tor,Browsing
53504,443,53.14990592002869,3.0,4.0,16385,2048,1701226473.439357,Non-Tor,Browsing
53541,443,90.73744702339172,16.0,16.0,65535,65535,1701226529.613403,Non-Tor,Browsing
53542,443,91.11305212974548,10.0,11.0,65535,65535,1701226529.738956,Non-Tor,Browsing
53543,443,92.2657060623169,305.0,131.0,65535,65535,1701226530.174252,Non-Tor,Browsing
53546,443,93.50463390350342,75.0,41.0,65535,65535,1701226532.75059,Non-Tor,Browsing
53551,443,210.53457403182983,54.0,38.0,65535,65535,1701226553.951986,Non-Tor,Browsing
53552,443,90.76068997383118,12.0,12.0,65535,65535,1701226554.071186,Non-Tor,Browsing
443,52708,205.04276704788208,7394.0,2953.0,21497,1994,1701226896.28945,Non-Tor,Browsing
60303,443,180.4939751625061,17.0,19.0,62643,65535,1701226907.859469,Non-Tor,Browsing
443,52708,167.52055978775024,6727.0,2998.0,21497,1985,1701227459.355657,Non-Tor,Browsing
54146,443,90.88978099822998,11.0,10.0,65535,65535,1701227509.579794,Non-Tor,Browsing
54147,443,114.78200888633728,33.0,26.0,65535,65535,1701227509.647447,Non-Tor,Browsing
443,52708,184.20925402641296,6483.0,2698.0,21505,2541,1701227704.215762,Non-Tor,Browsing
60304,443,0.8888161182403564,12.0,13.0,62643,65535,1701227706.129835,Non-Tor,Browsing
60305,443,0.6869621276855469,30.0,29.0,62643,65535,1701227706.131219,Non-Tor,Browsing
60306,443,0.6314201354980469,32.0,27.0,62643,65535,1701227706.615866,Non-Tor,Browsing
54147,443,35.831032037734985,6.0,2.0,16385,2048,1701227715.120422,Non-Tor,Browsing
54347,443,129.63997387886047,35.0,25.0,65535,65535,1701227751.141396,Non-Tor,Browsing
60307,443,30.506780862808228,27.0,26.0,65160,65535,1701227768.675513,Non-Tor,Browsing
54495,443,0.5631210803985596,46.0,109.0,65535,65535,1701227879.752905,Non-Tor,Browsing
54223,443,121.21475099999998,19,15,15,4164,1644.180729,Non-Tor,Browsing
54305,443,241.01649500000008,20,19,19,4364,1792.264486,Non-Tor,Browsing
54191,443,3.7176170000000184,49,45,45,12500,1592.592514,Non-Tor,Browsing
53461,443,3.3479260000000153,54,61,61,12829,124.892085,Non-Tor,Browsing
54467,443,2.802668000000267,55,58,58,12865,2226.78617,Non-Tor,Browsing
53864,443,3.68946799999992,36,43,43,11705,885.613181,Non-Tor,Browsing
53839,443,0.3127990000000409,13,15,15,2656,857.10183,Non-Tor,Browsing
53840,443,0.18324599999994007,15,17,17,3201,857.429068,Non-Tor,Browsing
53841,443,0.31242600000007315,15,17,17,3293,857.61313,Non-Tor,Browsing
53843,443,0.1383299999999963,14,16,16,3082,857.996318,Non-Tor,Browsing
53848,443,0.21605299999998806,15,17,17,3293,863.763428,Non-Tor,Browsing
53849,443,0.19546500000001288,15,16,16,3148,864.076858,Non-Tor,Browsing
54221,443,13.973009999999931,13,29,29,1747,1643.886715,Non-Tor,Browsing
54222,443,0.09638300000005984,14,19,19,1787,1643.911593,Non-Tor,Browsing
53585,443,31.073575000000005,15,19,19,2176,407.184354,Non-Tor,Browsing
53584,443,0.10901300000000447,19,24,24,2470,407.003383,Non-Tor,Browsing
54192,443,44.783721000000014,13,22,22,1933,1593.181139,Non-Tor,Browsing
54193,443,44.744411999999784,12,22,22,1867,1593.219745,Non-Tor,Browsing
53586,443,13.913141999999993,19,33,33,5707,407.288165,Non-Tor,Browsing
53035,443,2631.524851,12035,44232,44232,3415754,0.129691,Non-Tor,Browsing
53558,443,0.12514099999998507,16,12,12,2983,358.636775,Non-Tor,Browsing
53559,443,0.07809599999995953,20,18,18,5336,358.682765,Non-Tor,Browsing
53603,443,0.13067499999999654,16,12,12,2983,429.34227,Non-Tor,Browsing
53604,443,0.0754880000000071,18,18,18,5204,429.39731,Non-Tor,Browsing
53638,443,0.1346820000000548,16,12,12,2983,481.406013,Non-Tor,Browsing
53640,443,0.08135700000002544,18,18,18,5204,481.458147,Non-Tor,Browsing
53718,443,0.11189999999999145,16,12,12,2983,629.804285,Non-Tor,Browsing
53719,443,0.06633399999998346,20,18,18,5336,629.849051,Non-Tor,Browsing
53741,443,0.12445099999990816,16,12,12,2983,688.775286,Non-Tor,Browsing
53742,443,0.07456600000000435,19,18,18,5270,688.824368,Non-Tor,Browsing
53783,443,0.11706700000002002,16,12,12,2983,759.439719,Non-Tor,Browsing
53784,443,0.07328499999994165,19,18,18,5270,759.482822,Non-Tor,Browsing
53810,443,0.11335599999995338,16,12,12,2983,811.548988,Non-Tor,Browsing
53811,443,0.06722899999999754,18,17,17,5204,811.593965,Non-Tor,Browsing
53831,443,0.15741500000001452,16,11,11,2983,846.450928,Non-Tor,Browsing
53832,443,0.07906800000000658,19,18,18,5270,846.52935,Non-Tor,Browsing
54000,443,0.1356839999998556,16,12,12,2983,1176.615825,Non-Tor,Browsing
54001,443,0.07934899999986555,18,18,18,5204,1176.67072,Non-Tor,Browsing
54025,443,0.15253500000017084,17,12,12,3049,1238.719449,Non-Tor,Browsing
54027,443,0.09365999999999985,18,17,17,5204,1238.778413,Non-Tor,Browsing
54110,443,0.08744499999988875,19,18,18,5270,1419.714973,Non-Tor,Browsing
54136,443,0.12475799999992887,16,12,12,2983,1471.784807,Non-Tor,Browsing
54204,443,0.0835739999999987,18,18,18,5204,1620.228399,Non-Tor,Browsing
54244,443,0.12469000000010055,16,12,12,2983,1679.129908,Non-Tor,Browsing
54245,443,0.07284200000003693,18,18,18,5204,1679.180885,Non-Tor,Browsing
54279,443,0.11759199999983139,16,11,11,2983,1749.788997,Non-Tor,Browsing
54280,443,0.06823499999995875,19,18,18,5270,1749.837765,Non-Tor,Browsing
54308,443,0.12731400000006943,16,12,12,2983,1801.896364,Non-Tor,Browsing
54412,443,0.15102299999989555,16,12,12,2983,2079.859244,Non-Tor,Browsing
54413,443,0.10024599999997008,20,18,18,5336,2079.909219,Non-Tor,Browsing
54436,443,0.17573600000014267,16,13,13,2983,2132.005119,Non-Tor,Browsing
54437,443,0.11109600000008868,19,17,17,5270,2132.069842,Non-Tor,Browsing
54447,443,0.24704799999972238,16,12,12,2983,2166.938489,Non-Tor,Browsing
54448,443,0.18620200000032128,19,18,18,5282,2166.999223,Non-Tor,Browsing
54469,443,0.12207699999999022,16,12,12,2983,2229.130348,Non-Tor,Browsing
54470,443,0.07837000000017724,18,18,18,5204,2229.174125,Non-Tor,Browsing
54492,443,0.12153299999999945,16,12,12,2983,2280.393134,Non-Tor,Browsing
54493,443,0.07054199999993216,18,18,18,5204,2280.443308,Non-Tor,Browsing
54606,443,0.07648699999981545,19,18,18,5270,2610.60557,Non-Tor,Browsing
53411,443,0.13698999999999728,16,13,13,2983,28.510273,Non-Tor,Browsing
53412,443,0.09031900000000093,20,18,18,5336,28.555327,Non-Tor,Browsing
53446,443,0.12761799999999823,16,12,12,2983,99.209825,Non-Tor,Browsing
53447,443,0.08035399999999981,21,18,18,5402,99.255977,Non-Tor,Browsing
53473,443,0.20207999999999515,16,11,11,2983,151.211327,Non-Tor,Browsing
53474,443,0.08540500000000861,18,18,18,5204,151.326146,Non-Tor,Browsing
53493,443,0.38116999999999734,16,13,13,2983,185.73203,Non-Tor,Browsing
53494,443,0.30709699999999884,22,19,19,5985,185.804456,Non-Tor,Browsing
53519,443,0.16681800000000635,16,12,12,2983,248.314494,Non-Tor,Browsing
53520,443,0.0686239999999998,21,17,17,5402,248.411502,Non-Tor,Browsing
53533,443,0.12056200000000672,16,12,12,2983,299.700727,Non-Tor,Browsing
53535,443,0.07448499999998148,20,17,17,5336,299.745834,Non-Tor,Browsing
53654,443,0.3630929999999353,16,12,12,2983,516.114451,Non-Tor,Browsing
53655,443,0.2938560000000052,21,17,17,5402,516.161068,Non-Tor,Browsing
53686,443,0.13267900000005284,16,12,12,2983,578.405131,Non-Tor,Browsing
53687,443,0.085933999999952,18,17,17,5204,578.450852,Non-Tor,Browsing
53881,443,0.147420000000011,16,12,12,2983,908.574303,Non-Tor,Browsing
53882,443,0.09005200000001423,20,17,17,5336,908.63177,Non-Tor,Browsing
53907,443,0.12372600000003331,16,12,12,2983,959.915269,Non-Tor,Browsing
53908,443,0.07771500000001197,20,18,18,5336,959.960461,Non-Tor,Browsing
53928,443,0.1324170000000322,17,12,12,3049,1018.903769,Non-Tor,Browsing
53929,443,0.07745299999999133,20,17,17,5336,1018.957893,Non-Tor,Browsing
53966,443,0.13475999999991473,17,12,12,3049,1089.510661,Non-Tor,Browsing
53967,443,0.07561200000009194,19,18,18,5270,1089.569861,Non-Tor,Browsing
53986,443,0.14607100000011997,16,12,12,2983,1141.629477,Non-Tor,Browsing
53987,443,0.09428200000002107,21,18,18,5402,1141.680446,Non-Tor,Browsing
54046,443,0.13048600000001898,16,12,12,2983,1290.056498,Non-Tor,Browsing
54047,443,0.07818599999995968,20,17,17,5336,1290.107673,Non-Tor,Browsing
54075,443,0.13566299999979492,16,12,12,2983,1349.019054,Non-Tor,Browsing
54076,443,0.07823400000006586,20,18,18,5336,1349.075672,Non-Tor,Browsing
54109,443,0.14287400000011985,16,12,12,2983,1419.661617,Non-Tor,Browsing
54137,443,0.07897700000012264,21,17,17,5402,1471.829892,Non-Tor,Browsing
54153,443,0.13244600000007267,16,12,12,2983,1506.713615,Non-Tor,Browsing
54154,443,0.08649700000000848,21,17,17,5402,1506.75817,Non-Tor,Browsing
54179,443,0.13048600000001898,16,11,11,2983,1568.841329,Non-Tor,Browsing
54180,443,0.0741929999999229,20,17,17,5336,1568.896805,Non-Tor,Browsing
54203,443,0.13435200000003533,16,12,12,2983,1620.177568,Non-Tor,Browsing
54309,443,0.08256700000015371,21,18,18,5402,1801.939471,Non-Tor,Browsing
54322,443,0.12512900000001537,16,12,12,2983,1836.836653,Non-Tor,Browsing
54323,443,0.07498099999997976,20,18,18,5336,1836.885376,Non-Tor,Browsing
54348,443,0.15412700000001678,16,12,12,2983,1898.960378,Non-Tor,Browsing
54349,443,0.09340899999983776,21,17,17,5402,1899.020236,Non-Tor,Browsing
54369,443,0.1384570000000167,16,12,12,2983,1950.264161,Non-Tor,Browsing
54370,443,0.07941500000015367,19,18,18,5270,1950.32234,Non-Tor,Browsing
54392,443,0.2063789999999699,16,12,12,2983,2009.244156,Non-Tor,Browsing
54393,443,0.1298580000000129,20,18,18,6574,2009.318628,Non-Tor,Browsing
54515,443,0.17252800000005664,16,12,12,2983,2339.452628,Non-Tor,Browsing
54516,443,0.12167799999997442,20,18,18,5336,2339.501066,Non-Tor,Browsing
54535,443,0.12188500000002023,16,11,11,2983,2409.99916,Non-Tor,Browsing
54537,443,0.07264699999996083,20,17,17,5336,2410.04738,Non-Tor,Browsing
54552,443,0.13582799999994677,16,12,12,2983,2462.150984,Non-Tor,Browsing
54554,443,0.08578799999986586,21,17,17,5402,2462.20002,Non-Tor,Browsing
54565,443,0.12837199999967197,16,12,12,2983,2497.155576,Non-Tor,Browsing
54566,443,0.07732800000030693,21,17,17,5402,2497.205811,Non-Tor,Browsing
54585,443,0.13101499999993393,16,12,12,2983,2559.246551,Non-Tor,Browsing
54586,443,0.08409000000028755,20,17,17,5336,2559.292634,Non-Tor,Browsing
54605,443,0.15715300000010757,16,12,12,2983,2610.52485,Non-Tor,Browsing
54572,443,0.12581700000009732,13,15,15,2000,2516.823345,Non-Tor,Browsing
53578,80,30.926063,6,4,4,766,402.206803,Non-Tor,Browsing
53579,80,30.924484000000007,6,4,4,759,402.20756,Non-Tor,Browsing
53034,443,2631.743021,25785,105602,105602,8242336,0,Non-Tor,Browsing
54147,80,30.965779999999995,6,5,5,672,1486.451493,Non-Tor,Browsing
54420,80,30.24040500000001,6,5,5,691,2096.056749,Non-Tor,Browsing
54440,80,30.99510999999984,6,5,5,672,2135.637162,Non-Tor,Browsing
55680,443,2.756011000000001,31,38,28013,5293,346.919917,Tor,Browsing
55682,443,3.3711470000000077,63,68,75021,13612,358.950907,Tor,Browsing
55631,443,0.1405399999999979,16,12,5484,2983,31.888882,Tor,Browsing
55632,443,0.08478500000000011,19,17,8112,5270,31.943411,Tor,Browsing
55642,443,0.13819999999999766,16,12,5484,2983,91.371984,Tor,Browsing
55643,443,0.09335900000000663,18,17,8112,5204,91.416055,Tor,Browsing
55651,443,0.14085500000001616,16,12,5484,2983,162.25697,Tor,Browsing
55652,443,0.085251999999997,18,18,8178,5204,162.312624,Tor,Browsing
55664,443,0.15352400000000443,15,11,5418,2917,248.97444,Tor,Browsing
55665,443,0.07576099999999997,18,18,8178,5204,249.051173,Tor,Browsing
55673,443,0.1372540000000413,16,12,5484,2983,310.712164,Tor,Browsing
55674,443,0.08076499999998532,18,16,8046,5204,310.768261,Tor,Browsing
55684,443,0.11411099999997987,16,11,5418,2983,362.028745,Tor,Browsing
55694,443,0.08108600000002752,20,17,8112,5336,421.568602,Tor,Browsing
55701,443,0.1944819999999936,16,12,5484,2983,492.398969,Tor,Browsing
55711,443,0.1086760000000595,18,18,8178,5204,544.190671,Tor,Browsing
55716,443,0.16581999999993968,16,12,5484,2983,579.122506,Tor,Browsing
55740,443,0.14912700000002133,16,12,5483,2983,751.658871,Tor,Browsing
55741,443,0.08544500000004973,20,19,9482,5348,751.722629,Tor,Browsing
55750,443,0.13992199999995591,16,12,5484,2983,822.569617,Tor,Browsing
55751,443,0.08241499999996904,19,19,9482,5282,822.624775,Tor,Browsing
55659,443,0.11886200000000713,16,12,5484,2983,214.031117,Tor,Browsing
55660,443,0.07568699999998785,20,18,8178,5336,214.073485,Tor,Browsing
55685,443,0.06755700000002207,21,17,8112,5402,362.075247,Tor,Browsing
55693,443,0.14388999999999896,16,13,5550,2983,421.507945,Tor,Browsing
55702,443,0.10616600000003018,19,17,8112,5270,492.487239,Tor,Browsing
55710,443,0.16909999999995762,16,12,5484,2983,544.130184,Tor,Browsing
55717,443,0.09359200000005785,20,17,8112,5336,579.194673,Tor,Browsing
55724,443,0.16799600000001647,16,11,5418,2983,640.797115,Tor,Browsing
55725,443,19.237854999999968,19,24,8766,5258,640.86149,Tor,Browsing
55731,443,0.15030699999999797,16,12,5483,2983,692.110469,Tor,Browsing
55732,443,0.09335999999996147,18,17,8112,5204,692.166745,Tor,Browsing
55626,443,0.018148999999993976,4,3,198,327,113.698712,Tor,Browsing
55316,443,817.6750930000001,2519,3116,1938478,839824,1.4428779999999999,Tor,Browsing
443,55315,823.197387,3730,3114,1030814,2397572,0,Tor,Browsing
